Battle_ID,P1_Team,P2_Team,P1_Brought,P2_Brought
gen9championsvgc2026regma-2589368225,"Gyarados,Talonflame,Kingambit,Dragapult,Sneasler,Rotom-Heat","Kommo-o,Whimsicott,Aerodactyl,Basculegion,Volcarona,Gengar","Kingambit,Rotom-Heat,Dragapult,Gyarados","Whimsicott,Basculegion,Kommo-o,Aerodactyl"
gen9championsvgc2026regma-2589396059,"Glimmora,Talonflame,Sinistcha,Tauros-Paldea-Aqua,Orthworm,Mimikyu","Talonflame,Appletun,Toxapex,Rhyperior,Gardevoir,Sableye","Glimmora,Tauros-Paldea-Aqua,Orthworm,Mimikyu","Talonflame,Toxapex,Rhyperior,Sableye"
gen9championsvgc2026regma-2589399787,"Aegislash,Whimsicott,Gallade,Incineroar,Clefable,Milotic","Ceruledge,Milotic,Rotom-Mow,Lucario,Dragonite,Sneasler","Gallade,Clefable","Milotic,Rotom-Mow"
gen9championsvgc2026regma-2589397500,"Floette-Eternal,Garchomp,Aegislash,Rotom-Wash,Kangaskhan,Aerodactyl","Sneasler,Excadrill,Milotic,Incineroar,Meganium,Tyranitar","Rotom-Wash,Kangaskhan,Garchomp,Aerodactyl","Incineroar,Sneasler,Milotic"
gen9championsvgc2026regma-2589396857,"Delphox,Basculegion,Aerodactyl,Sneasler,Garchomp,Kingambit","Delphox,Incineroar,Sneasler,Aerodactyl,Tsareena,Garchomp","Sneasler,Garchomp,Kingambit,Delphox","Sneasler,Tsareena,Garchomp,Aerodactyl"
gen9championsvgc2026regma-2589398811,"Tyranitar,Excadrill,Corviknight,Meganium,Sneasler,Kingambit","Aggron,Tyranitar,Incineroar,Sinistcha,Sneasler,Farigiraf","Tyranitar,Corviknight,Meganium","Sneasler,Aggron,Farigiraf"
gen9championsvgc2026regma-2589396155,"Floette-Eternal,Kingambit,Milotic,Archaludon,Pelipper,Basculegion","Gardevoir,Sinistcha,Incineroar,Garchomp,Scizor,Basculegion","Archaludon,Basculegion,Pelipper,Floette-Eternal","Sinistcha,Basculegion,Gardevoir,Garchomp"
gen9championsvgc2026regma-2589398500,"Hatterene,Oranguru,Incineroar,Torkoal,Clefable,Golurk","Abomasnow,Gardevoir,Clefable,Arcanine,Dragapult,Excadrill","Incineroar,Oranguru,Torkoal","Excadrill,Clefable,Abomasnow"
gen9championsvgc2026regma-2589395482,"Froslass,Sneasler,Rotom-Wash,Glimmora,Whimsicott,Milotic","Venusaur,Tinkaton,Aerodactyl,Milotic,Incineroar,Sneasler","Rotom-Wash,Milotic,Froslass,Glimmora","Sneasler,Tinkaton,Aerodactyl,Venusaur"
gen9championsvgc2026regma-2589396351,"Slowbro-Galar,Sinistcha,Scovillain,Basculegion-F,Pelipper,Archaludon","Incineroar,Sinistcha,Pelipper,Sylveon,Archaludon,Dragonite","Sinistcha,Slowbro-Galar","Sylveon,Archaludon,Sinistcha"
gen9championsvgc2026regma-2589394058,"Chandelure,Kingambit,Gyarados,Sylveon,Aerodactyl,Sinistcha","Talonflame,Floette-Eternal,Basculegion,Sableye,Incineroar,Decidueye-Hisui","Sylveon,Aerodactyl,Kingambit,Chandelure","Talonflame,Basculegion,Decidueye-Hisui,Floette-Eternal"
gen9championsvgc2026regma-2589396701,"Kommo-o,Whimsicott,Aerodactyl,Basculegion,Volcarona,Gengar","Charizard,Scizor,Incineroar,Sinistcha,Milotic,Sneasler","Gengar,Basculegion,Aerodactyl,Volcarona","Incineroar,Sinistcha,Charizard"
gen9championsvgc2026regma-2589397192,"Talonflame,Floette-Eternal,Basculegion,Garchomp,Kingambit,Maushold","Venusaur,Milotic,Incineroar,Aegislash,Delphox,Sneasler","Talonflame,Basculegion,Kingambit,Floette-Eternal","Incineroar,Sneasler,Venusaur"
gen9championsvgc2026regma-2589392344,"Slowking-Galar,Crabominable,Primarina,Sinistcha,Incineroar,Kingambit","Garchomp,Incineroar,Sneasler,Whimsicott,Rotom-Wash,Froslass","Incineroar,Sinistcha,Crabominable,Primarina","Rotom-Wash,Incineroar,Sneasler,Froslass"
gen9championsvgc2026regma-2589395665,"Sneasler,Basculegion,Aerodactyl,Archaludon,Scovillain,Pelipper","Talonflame,Glimmora,Samurott-Hisui,Scizor,Mamoswine,Kommo-o","Archaludon,Basculegion,Scovillain,Pelipper","Talonflame,Mamoswine,Kommo-o,Samurott-Hisui"
gen9championsvgc2026regma-2589395204,"Dragonite,Incineroar,Gyarados,Maushold,Milotic,Whimsicott","Passimian,Talonflame,Goodra-Hisui,Rotom-Wash,Sinistcha,Slowbro","Whimsicott,Maushold,Milotic,Dragonite","Passimian,Goodra-Hisui,Slowbro,Talonflame"
gen9championsvgc2026regma-2589395926,"Froslass,Aerodactyl,Milotic,Incineroar,Sneasler,Sinistcha","Aerodactyl,Meganium,Sneasler,Basculegion,Incineroar,Garchomp","Aerodactyl,Sneasler,Milotic,Froslass","Aerodactyl,Basculegion,Meganium,Sneasler"
gen9championsvgc2026regma-2589395318,"Aegislash,Maushold,Blastoise,Pelipper,Incineroar,Aerodactyl","Froslass,Ninetales-Alola,Garchomp,Sneasler,Rotom-Heat,Basculegion","Incineroar,Aerodactyl,Pelipper,Blastoise","Sneasler,Basculegion,Ninetales-Alola,Froslass"
gen9championsvgc2026regma-2589393680,"Charizard,Venusaur,Pelipper,Archaludon,Kingambit,Incineroar","Sneasler,Pelipper,Meganium,Archaludon,Dragonite,Basculegion","Incineroar,Charizard,Archaludon,Venusaur","Sneasler,Basculegion,Meganium,Pelipper"
gen9championsvgc2026regma-2589393559,"Basculegion,Pelipper,Archaludon,Kangaskhan,Farigiraf,Jolteon","Aerodactyl,Meowstic,Ninetales-Alola,Torkoal,Greninja,Venusaur","Archaludon,Basculegion,Kangaskhan,Pelipper","Greninja,Aerodactyl,Ninetales-Alola,Venusaur"
gen9championsvgc2026regma-2589383478,"Charizard,Sneasler,Basculegion,Garchomp,Incineroar,Venusaur","Meganium,Tyranitar,Excadrill,Aegislash,Sinistcha,Talonflame","Incineroar,Basculegion,Charizard,Sneasler","Meganium,Talonflame,Excadrill,Tyranitar"
gen9championsvgc2026regma-2589393230,"Scovillain,Milotic,Sneasler,Zoroark-Hisui,Kingambit,Aerodactyl","Feraligatr,Pelipper,Torterra,Sinistcha,Talonflame,Ariados","Aerodactyl,Scovillain,Milotic,Sneasler","Sinistcha,Talonflame,Feraligatr,Pelipper"
gen9championsvgc2026regma-2589393804,"Aegislash,Ariados,Hatterene,Camerupt,Typhlosion,Farigiraf","Aerodactyl,Froslass,Incineroar,Mamoswine,Alcremie,Venusaur","Ariados,Hatterene,Typhlosion,Camerupt","Incineroar,Mamoswine,Aerodactyl"
gen9championsvgc2026regma-2589393038,"Crabominable,Slowking-Galar,Bastiodon,Hydrapple,Incineroar,Clawitzer","Dragonite,Pelipper,Sneasler,Basculegion,Archaludon,Whimsicott","Crabominable,Slowking-Galar,Bastiodon,Hydrapple","Sneasler,Archaludon,Pelipper,Dragonite"
gen9championsvgc2026regma-2589406868,"Milotic,Aegislash,Sneasler,Aerodactyl,Sylveon,Scovillain","Garchomp,Tyranitar,Excadrill,Sinistcha,Incineroar,Gardevoir","Sneasler,Scovillain,Milotic,Aerodactyl","Incineroar,Sinistcha,Excadrill,Tyranitar"
gen9championsvgc2026regma-2589407374,"Blastoise,Basculegion,Whimsicott,Sinistcha,Kingambit,Sneasler","Torkoal,Hatterene,Oranguru,Golurk,Clefable,Crabominable","Whimsicott,Sinistcha,Kingambit,Blastoise","Crabominable,Hatterene,Torkoal,Clefable"
gen9championsvgc2026regma-2589405352,"Floette-Eternal,Garchomp,Aegislash,Incineroar,Rotom-Wash,Sinistcha","Sableye,Aggron,Sinistcha,Tyranitar,Incineroar,Blastoise","Incineroar,Sinistcha,Floette,Floette-Eternal","Sinistcha,Aggron,Blastoise,Sableye"
gen9championsvgc2026regma-2589408909,"Archaludon,Meganium,Aerodactyl,Typhlosion-Hisui,Tauros-Paldea-Aqua,Kangaskhan","Floette-Eternal,Glimmora,Talonflame,Tauros-Paldea-Aqua,Tsareena,Kingambit","Kangaskhan,Aerodactyl,Tauros-Paldea-Aqua","Talonflame,Tsareena,Tauros-Paldea-Aqua"
gen9championsvgc2026regma-2589407808,"Torterra,Whimsicott,Milotic,Rampardos,Pelipper,Charizard","Sinistcha,Incineroar,Gengar,Politoed,Maushold,Sableye","Whimsicott,Charizard,Milotic,Torterra","Gengar,Incineroar,Sinistcha,Politoed"
gen9championsvgc2026regma-2589407883,"Charizard,Milotic,Sinistcha,Corviknight,Sneasler,Ninetales-Alola","Floette-Eternal,Milotic,Sinistcha,Incineroar,Sneasler,Garchomp","Sneasler,Sinistcha,Corviknight","Sinistcha,Garchomp,Milotic,Floette-Eternal"
gen9championsvgc2026regma-2589408116,"Golurk,Farigiraf,Incineroar,Torkoal,Sneasler,Venusaur","Meganium,Pelipper,Primarina,Sinistcha,Archaludon,Empoleon","Golurk,Torkoal,Farigiraf,Venusaur","Empoleon,Meganium,Pelipper,Primarina"
gen9championsvgc2026regma-2589409056,"Aegislash,Whimsicott,Gallade,Incineroar,Clefable,Milotic","Primarina,Araquanid,Sinistcha,Pelipper,Meganium,Kingambit","Aegislash,Gallade,Clefable,Whimsicott","Sinistcha,Meganium,Kingambit"
gen9championsvgc2026regma-2589403760,"Aegislash,Farigiraf,Sneasler,Hydreigon,Lucario,Rotom-Wash","Blastoise,Talonflame,Sinistcha,Sneasler,Kingambit,Incineroar","Rotom-Wash,Sneasler,Lucario,Farigiraf","Sinistcha,Blastoise,Kingambit"
gen9championsvgc2026regma-2589406154,"Floette-Eternal,Banette,Sinistcha,Incineroar,Palafin,Aerodactyl","Incineroar,Gardevoir,Sinistcha,Rotom-Wash,Garchomp,Sneasler","Palafin,Floette-Eternal,Palafin,Aerodactyl,Sinistcha","Rotom-Wash,Incineroar,Sneasler,Gardevoir"
gen9championsvgc2026regma-2589404673,"Aerodactyl,Tsareena,Floette-Eternal,Incineroar,Gyarados,Garchomp","Tyranitar,Excadrill,Corviknight,Meganium,Sneasler,Kingambit","Tsareena,Garchomp,Aerodactyl,Gyarados","Sneasler,Meganium,Tyranitar,Kingambit"
gen9championsvgc2026regma-2589405251,"Whimsicott,Heracross,Cofagrigus,Torkoal,Dragapult,Starmie","Charizard,Venusaur,Aerodactyl,Garchomp,Incineroar,Sneasler","Whimsicott,Starmie,Dragapult,Cofagrigus","Incineroar,Charizard,Aerodactyl,Venusaur"
gen9championsvgc2026regma-2589402776,"Milotic,Incineroar,Whimsicott,Rotom-Wash,Dragapult,Crabominable","Scovillain,Glimmora,Aerodactyl,Primarina,Garchomp,Sinistcha","Whimsicott,Crabominable,Milotic,Dragapult","Sinistcha,Scovillain,Garchomp,Primarina"
gen9championsvgc2026regma-2589407753,"Espathra,Floette-Eternal,Charizard,Sinistcha,Milotic,Sneasler","Lucario,Aegislash,Basculegion,Whimsicott,Chandelure,Gliscor","Sneasler,Charizard","Aegislash,Lucario"
gen9championsvgc2026regma-2589405743,"Araquanid,Heracross,Beedrill,Volcarona,Scizor,Vivillon","Sneasler,Feraligatr,Talonflame,Sinistcha,Kingambit,Gardevoir","Araquanid,Beedrill,Vivillon,Volcarona","Sinistcha,Feraligatr,Talonflame,Sneasler"
gen9championsvgc2026regma-2589404677,"Aerodactyl,Floette-Eternal,Incineroar,Sneasler,Basculegion,Garchomp","Charizard,Serperior,Kangaskhan,Kingambit,Gyarados,Gardevoir","Floette,Floette-Eternal,Incineroar,Aerodactyl,Sneasler","Kangaskhan,Gardevoir,Kingambit,Gyarados"
gen9championsvgc2026regma-2589405619,"Garchomp,Venusaur,Whimsicott,Charizard,Kingambit,Sneasler","Gardevoir,Whimsicott,Primarina,Meowstic,Ceruledge,Meowscarada","Sneasler,Garchomp,Charizard,Venusaur","Whimsicott,Meowstic,Gardevoir,Primarina"
gen9championsvgc2026regma-2589404510,"Dragonite,Incineroar,Gyarados,Maushold,Milotic,Whimsicott","Gengar,Wyrdeer,Hatterene,Pangoro,Palafin,Altaria","Whimsicott,Incineroar,Maushold,Dragonite","Palafin,Wyrdeer,Pangoro,Palafin,Gengar"
gen9championsvgc2026regma-2589405049,"Meowstic,Maushold,Sneasler,Banette,Weavile,Torkoal","Hatterene,Crabominable,Incineroar,Spiritomb,Camerupt,Torkoal","Weavile,Banette,Torkoal,Maushold","Spiritomb,Hatterene,Camerupt"
gen9championsvgc2026regma-2589405563,"Tsareena,Blastoise,Pelipper,Talonflame,Charizard,Weavile","Garchomp,Aegislash,Pelipper,Archaludon,Greninja,Lopunny","Weavile,Tsareena,Charizard,Talonflame","Lopunny,Garchomp,Archaludon,Pelipper"
gen9championsvgc2026regma-2589404949,"Scizor,Sneasler,Sinistcha,Tyranitar,Milotic,Rotom-Wash","Aerodactyl,Meganium,Garchomp,Basculegion,Tyranitar,Sneasler","Rotom-Wash,Sneasler,Tyranitar,Scizor","Basculegion,Garchomp,Meganium"
gen9championsvgc2026regma-2589399880,"Sinistcha,Talonflame,Blastoise,Maushold,Gengar,Meowscarada","Venusaur,Corviknight,Incineroar,Primarina,Torkoal,Farigiraf","Talonflame,Sinistcha,Blastoise,Maushold","Incineroar,Venusaur,Torkoal,Farigiraf"
gen9championsvgc2026regma-2589403901,"Kangaskhan,Farigiraf,Glimmora,Aegislash,Dragonite,Gyarados","Sneasler,Pelipper,Meganium,Archaludon,Dragonite,Basculegion","Aegislash,Farigiraf,Gyarados,Dragonite","Archaludon,Basculegion,Pelipper"
gen9championsvgc2026regma-2589402510,"Gengar,Sinistcha,Incineroar,Kommo-o,Politoed,Scizor","Talonflame,Floette-Eternal,Basculegion,Garchomp,Kingambit,Maushold","Incineroar,Sinistcha,Kommo-o,Scizor","Basculegion,Maushold,Kingambit,Floette-Eternal"
gen9championsvgc2026regma-2589405662,"Floette-Eternal,Aerodactyl,Alcremie,Sinistcha,Farigiraf,Froslass","Aegislash,Whimsicott,Gallade,Incineroar,Clefable,Milotic","Floette-Eternal,Sinistcha,Alcremie,Farigiraf","Aegislash,Incineroar,Gallade,Whimsicott"
gen9championsvgc2026regma-2589404169,"Charizard,Venusaur,Garchomp,Whimsicott,Torkoal,Rotom-Wash","Scizor,Whimsicott,Milotic,Incineroar,Garchomp,Maushold","Whimsicott,Charizard,Torkoal,Garchomp","Whimsicott,Incineroar,Scizor,Maushold"
gen9championsvgc2026regma-2589402253,"Snorlax,Gengar,Dragonite,Leafeon,Milotic,Incineroar","Floette-Eternal,Banette,Sinistcha,Incineroar,Palafin,Aerodactyl","Gengar,Snorlax,Dragonite","Sinistcha,Aerodactyl,Palafin,Floette-Eternal"
gen9championsvgc2026regma-2589403253,"Feraligatr,Pelipper,Torterra,Sinistcha,Talonflame,Ariados","Incineroar,Pelipper,Starmie,Zoroark-Hisui,Sylveon,Garchomp","Sinistcha,Talonflame,Ariados,Torterra","Garchomp,Starmie"
gen9championsvgc2026regma-2589402262,"Espathra,Floette-Eternal,Charizard,Sinistcha,Milotic,Sneasler","Scovillain,Dragapult,Aerodactyl,Basculegion,Glimmora,Gardevoir","Sneasler,Espathra,Milotic,Floette-Eternal","Glimmora,Gardevoir,Aerodactyl,Dragapult"
gen9championsvgc2026regma-2589402108,"Gengar,Sneasler,Sableye,Sinistcha,Kingambit,Venusaur","Garchomp,Sneasler,Skarmory,Milotic,Rotom-Wash,Kingambit","Gengar,Sneasler,Sinistcha,Sableye","Sneasler,Garchomp,Kingambit,Skarmory"
gen9championsvgc2026regma-2589401572,"Glimmora,Talonflame,Sinistcha,Tauros-Paldea-Aqua,Orthworm,Mimikyu","Pelipper,Dragonite,Archaludon,Basculegion,Incineroar,Toxicroak","Glimmora,Talonflame,Sinistcha,Tauros-Paldea-Aqua","Incineroar,Toxicroak,Pelipper,Dragonite"
gen9championsvgc2026regma-2589403893,"Blastoise,Pelipper,Sneasler,Sinistcha,Kingambit,Dragonite","Gardevoir,Aerodactyl,Rotom-Wash,Garchomp,Volcarona,Kingambit","Sneasler,Blastoise,Pelipper","Rotom-Wash,Garchomp,Gardevoir,Volcarona"
gen9championsvgc2026regma-2589403240,"Tsareena,Blastoise,Pelipper,Talonflame,Charizard,Weavile","Incineroar,Gengar,Floette-Eternal,Politoed,Whimsicott,Kommo-o","Talonflame,Blastoise","Gengar,Politoed"
gen9championsvgc2026regma-2589403812,"Kingambit,Incineroar,Farigiraf,Crabominable,Rampardos,Oranguru","Gardevoir,Whimsicott,Primarina,Meowstic,Ceruledge,Meowscarada","Oranguru,Crabominable,Rampardos","Meowscarada,Primarina"
gen9championsvgc2026regma-2589398436,"Delphox,Basculegion,Clefable,Kingambit,Dragonite,Sneasler","Pelipper,Toxicroak,Meganium,Incineroar,Greninja,Archaludon","Sneasler,Delphox,Kingambit,Clefable","Incineroar,Archaludon,Meganium,Pelipper"
gen9championsvgc2026regma-2589399205,"Dragonite,Pelipper,Sinistcha,Basculegion,Lucario,Kingambit","Scizor,Sneasler,Sinistcha,Tyranitar,Milotic,Rotom-Wash","Sinistcha,Basculegion,Lucario","Rotom-Wash,Sneasler,Sinistcha,Scizor"
gen9championsvgc2026regma-2589418231,"Aerodactyl,Gengar,Arcanine-Hisui,Venusaur,Talonflame,Chandelure","Azumarill,Maushold,Kommo-o,Sinistcha,Incineroar,Aegislash","Aerodactyl,Talonflame,Gengar,Chandelure","Incineroar,Azumarill,Maushold"
gen9championsvgc2026regma-2589418288,"Floette-Eternal,Glimmora,Talonflame,Tauros-Paldea-Aqua,Tsareena,Kingambit","Pelipper,Basculegion-F,Archaludon,Dragonite,Sneasler,Slowbro","Tsareena,Kingambit,Talonflame,Floette-Eternal","Basculegion-F,Pelipper,Archaludon,Dragonite"
gen9championsvgc2026regma-2589414125,"Bellibolt,Krookodile,Torkoal,Delphox,Basculegion,Decidueye-Hisui","Scizor,Sneasler,Sinistcha,Tyranitar,Milotic,Rotom-Wash","Delphox,Decidueye-Hisui,Bellibolt,Torkoal","Sneasler,Sinistcha,Tyranitar,Rotom-Wash"
gen9championsvgc2026regma-2589418063,"Blastoise,Farigiraf,Goodra-Hisui,Kingambit,Meowscarada,Aegislash","Blastoise,Farigiraf,Basculegion,Sinistcha,Whimsicott,Sneasler","Kingambit,Blastoise,Farigiraf,Meowscarada","Blastoise,Sinistcha,Farigiraf,Basculegion"
gen9championsvgc2026regma-2589415737,"Aerodactyl,Incineroar,Rotom-Wash,Kangaskhan,Sneasler,Archaludon","Aerodactyl,Blastoise,Sinistcha,Kingambit,Farigiraf,Raichu","Aerodactyl,Sneasler,Kangaskhan,Rotom-Wash","Kingambit,Blastoise,Sinistcha,Farigiraf"
gen9championsvgc2026regma-2589416822,"Kingambit,Whimsicott,Charizard,Sinistcha,Typhlosion-Hisui,Mamoswine","Floette-Eternal,Banette,Sinistcha,Incineroar,Palafin,Aerodactyl","Kingambit,Whimsicott,Charizard,Mamoswine","Palafin,Incineroar,Floette-Eternal,Aerodactyl,Palafin"
gen9championsvgc2026regma-2589417426,"Floette-Eternal,Incineroar,Kommo-o,Aegislash,Rotom-Wash,Sneasler","Sneasler,Pelipper,Meganium,Archaludon,Dragonite,Basculegion","Incineroar,Aegislash,Floette-Eternal","Sneasler,Archaludon"
gen9championsvgc2026regma-2589417552,"Heracross,Empoleon,Heliolisk,Snorlax,Hatterene,Clefable","Gardevoir,Sinistcha,Politoed,Noivern,Garchomp,Rotom-Wash","Snorlax,Heliolisk,Empoleon,Heracross","Gardevoir,Sinistcha,Noivern"
gen9championsvgc2026regma-2589417234,"Froslass,Milotic,Kingambit,Whimsicott,Sneasler,Garchomp","Aerodactyl,Meganium,Sneasler,Basculegion,Incineroar,Garchomp","Sneasler,Garchomp,Kingambit,Milotic","Aerodactyl,Garchomp,Meganium"
gen9championsvgc2026regma-2589416420,"Floette-Eternal,Garchomp,Kingambit,Basculegion,Sneasler,Froslass","Tsareena,Blastoise,Pelipper,Talonflame,Medicham,Froslass","Sneasler,Garchomp,Floette-Eternal,Basculegion","Tsareena,Blastoise,Talonflame,Froslass"
gen9championsvgc2026regma-2589414678,"Pelipper,Aegislash,Meganium,Sneasler,Basculegion,Farigiraf","Incineroar,Floette-Eternal,Kommo-o,Aegislash,Rotom-Wash,Sneasler","Sneasler,Meganium,Aegislash,Farigiraf","Incineroar,Aegislash,Floette-Eternal,Rotom-Wash,Floette"
gen9championsvgc2026regma-2589415362,"Polteageist,Clefable,Zoroark-Hisui,Passimian,Klefki,Samurott-Hisui","Floette-Eternal,Incineroar,Whimsicott,Palafin,Farigiraf,Ditto","Clefable,Passimian,Klefki,Polteageist","Ditto,Incineroar,Floette-Eternal,Whimsicott"
gen9championsvgc2026regma-2589415156,"Meganium,Pelipper,Primarina,Sinistcha,Archaludon,Empoleon","Meganium,Ninetales-Alola,Whimsicott,Zoroark-Hisui,Raichu,Lycanroc-Dusk","Primarina,Meganium,Pelipper,Archaludon","Whimsicott,Meganium,Raichu,Ninetales-Alola"
gen9championsvgc2026regma-2589416264,"Scovillain,Archaludon,Pelipper,Basculegion,Sneasler,Aerodactyl","Floette-Eternal,Glimmora,Talonflame,Tauros-Paldea-Aqua,Tsareena,Kingambit","Aerodactyl,Pelipper,Archaludon,Basculegion","Tsareena,Tauros-Paldea-Aqua,Talonflame,Glimmora"
gen9championsvgc2026regma-2589415558,"Aegislash,Whimsicott,Gallade,Incineroar,Clefable,Milotic","Sableye,Venusaur,Noivern,Tyrantrum,Hydreigon,Charizard","Whimsicott,Aegislash,Gallade,Incineroar","Tyrantrum,Sableye,Venusaur,Charizard"
gen9championsvgc2026regma-2589415472,"Gengar,Sableye,Gyarados,Dragonite,Absol,Aggron","Charizard,Garchomp,Aegislash,Milotic,Kingambit,Basculegion","Gengar,Sableye,Gyarados","Aegislash,Milotic,Basculegion"
gen9championsvgc2026regma-2589413765,"Gardevoir,Sinistcha,Politoed,Noivern,Garchomp,Rotom-Wash","Chandelure,Aerodactyl,Torkoal,Floette-Eternal,Sneasler,Tauros-Paldea-Blaze","Gardevoir,Garchomp,Politoed,Noivern","Aerodactyl,Tauros-Paldea-Blaze,Torkoal,Floette-Eternal"
gen9championsvgc2026regma-2589414005,"Maushold,Floette-Eternal,Farigiraf,Kingambit,Basculegion,Talonflame","Sneasler,Pelipper,Meganium,Archaludon,Dragonite,Basculegion","Maushold,Farigiraf,Floette-Eternal,Basculegion","Sneasler,Meganium,Pelipper,Archaludon"
gen9championsvgc2026regma-2589414260,"Charizard,Maushold,Sneasler,Kingambit,Garchomp,Dragapult","Starmie,Lycanroc-Dusk,Hydreigon,Tauros-Paldea-Aqua,Froslass,Scizor","Garchomp,Kingambit,Charizard,Maushold","Tauros-Paldea-Aqua,Starmie,Hydreigon"
gen9championsvgc2026regma-2589413306,"Froslass,Sneasler,Garchomp,Kingambit,Rotom-Heat,Milotic","Charizard,Tyranitar,Milotic,Sneasler,Incineroar,Sinistcha","Sneasler,Garchomp,Kingambit,Froslass","Sneasler,Incineroar,Charizard,Tyranitar"
gen9championsvgc2026regma-2589408937,"Charizard,Venusaur,Sneasler,Garchomp,Incineroar,Whimsicott","Sneasler,Basculegion,Aerodactyl,Archaludon,Scovillain,Pelipper","Venusaur,Incineroar,Charizard,Whimsicott","Aerodactyl,Archaludon,Sneasler,Pelipper"
gen9championsvgc2026regma-2589409861,"Meganium,Incineroar,Aerodactyl,Milotic,Farigiraf,Sneasler","Meganium,Pelipper,Basculegion,Archaludon,Aerodactyl,Kangaskhan","Sneasler,Incineroar,Meganium,Farigiraf","Meganium,Pelipper,Archaludon,Basculegion"
gen9championsvgc2026regma-2589413274,"Gardevoir,Garchomp,Charizard,Venusaur,Whimsicott,Sneasler","Floette-Eternal,Farigiraf,Volcarona,Kangaskhan,Basculegion,Sinistcha","Sneasler,Venusaur,Charizard","Floette-Eternal,Sinistcha,Farigiraf,Basculegion"
gen9championsvgc2026regma-2589413079,"Froslass,Clefable,Beartic,Aegislash,Incineroar,Sinistcha","Scizor,Kangaskhan,Quaquaval,Incineroar,Sinistcha,Sneasler","Clefable,Incineroar,Beartic,Froslass","Sneasler,Quaquaval,Scizor"
gen9championsvgc2026regma-2589412958,"Floette-Eternal,Glimmora,Talonflame,Tauros-Paldea-Aqua,Tsareena,Kingambit","Farigiraf,Hatterene,Torkoal,Sinistcha,Incineroar,Goodra-Hisui","Tsareena,Kingambit,Glimmora","Goodra-Hisui,Torkoal,Farigiraf"
gen9championsvgc2026regma-2589409814,"Scovillain,Glimmora,Aerodactyl,Primarina,Garchomp,Sinistcha","Charizard,Kingambit,Incineroar,Floette-Eternal,Aerodactyl,Sneasler","Aerodactyl,Sinistcha,Glimmora","Sneasler,Kingambit,Charizard,Incineroar"
gen9championsvgc2026regma-2589410345,"Starmie,Lycanroc-Dusk,Hydreigon,Tauros-Paldea-Aqua,Froslass,Scizor","Aerodactyl,Meganium,Sneasler,Basculegion,Incineroar,Garchomp","Lycanroc-Dusk,Starmie,Tauros-Paldea-Aqua,Hydreigon","Aerodactyl,Incineroar,Meganium,Basculegion"
gen9championsvgc2026regma-2589411839,"Golurk,Farigiraf,Incineroar,Torkoal,Sneasler,Venusaur","Sneasler,Pelipper,Meganium,Archaludon,Dragonite,Basculegion","Venusaur,Torkoal,Farigiraf,Golurk","Basculegion,Pelipper,Dragonite"
gen9championsvgc2026regma-2589411365,"Passimian,Glalie,Gardevoir,Whimsicott,Starmie,Incineroar","Starmie,Garchomp,Kingambit,Aerodactyl,Floette-Eternal,Mimikyu","Incineroar,Passimian,Starmie","Aerodactyl,Garchomp,Kingambit,Starmie"
gen9championsvgc2026regma-2589410002,"Scovillain,Conkeldurr,Aerodactyl,Farigiraf,Dragapult,Kingambit","Aegislash,Floette-Eternal,Aerodactyl,Garchomp,Rotom-Wash,Kangaskhan","Aerodactyl,Kingambit,Dragapult,Scovillain","Aerodactyl,Garchomp,Aegislash,Floette-Eternal"
gen9championsvgc2026regma-2589409832,"Gallade,Clefable,Weavile,Typhlosion-Hisui,Jolteon,Palafin","Aerodactyl,Tsareena,Floette-Eternal,Incineroar,Gyarados,Garchomp","Palafin,Gallade,Typhlosion-Hisui,Weavile,Palafin","Aerodactyl,Garchomp,Incineroar,Gyarados"
gen9championsvgc2026regma-2589412375,"Gengar,Politoed,Incineroar,Kingambit,Sinistcha,Tyranitar","Aegislash,Whimsicott,Gallade,Incineroar,Clefable,Milotic","Gengar,Kingambit,Incineroar,Politoed","Clefable,Whimsicott,Aegislash,Milotic"
gen9championsvgc2026regma-2589405034,"Scovillain,Conkeldurr,Aerodactyl,Farigiraf,Dragapult,Kingambit","Manectric,Sinistcha,Basculegion,Volcarona,Kingambit,Sneasler","Kingambit,Farigiraf","Manectric,Sinistcha,Volcarona,Basculegion"
gen9championsvgc2026regma-2589408842,"Kangaskhan,Hatterene,Incineroar,Sinistcha,Rotom-Wash,Noivern","Feraligatr,Sneasler,Kingambit,Aerodactyl,Incineroar,Floette-Eternal","Incineroar,Sinistcha,Kangaskhan,Noivern","Sneasler,Incineroar,Aerodactyl,Feraligatr"
gen9championsvgc2026regma-2589410960,"Gengar,Tinkaton,Sneasler,Milotic,Espathra,Aerodactyl","Sneasler,Sharpedo,Sinistcha,Farigiraf,Incineroar,Empoleon","Gengar,Espathra,Milotic,Tinkaton","Sneasler,Sharpedo,Incineroar"
gen9championsvgc2026regma-2589406846,"Basculegion,Kangaskhan,Tauros-Paldea-Aqua,Glimmora,Sinistcha,Meowscarada","Zoroark-Hisui,Kangaskhan,Aegislash,Talonflame,Sneasler,Sinistcha","Tauros-Paldea-Aqua,Glimmora,Kangaskhan,Meowscarada","Aegislash,Talonflame,Kangaskhan"
